GEOID,x,y,area,OBJECTID_1,GEOID20,COUNTYFP20,CVAP_TOT20,CVAP_NHS20,CVAP_AIA20,CVAP_ASN20,CVAP_BLK20,CVAP_NHP20,CVAP_WHT20,CVAP_AIW20,CVAP_ASW20,CVAP_BLW20,CVAP_AIB20,CVAP_2OM20,CVAP_HSP20,C_TOT20,C_NHS20,C_AIA20,C_ASN20,C_BLK20,C_NHP20,C_WHT20,C_AIW20,C_ASW20,C_BLW20,C_AIB20,C_2OM20,C_HSP20,OBJECTID,STATEFP20,COUNTYFP_1,TRACTCE20,BLOCKCE20,GEOID20_1,NAME20,INTPTLAT20,INTPTLON20,G_ID,MCD_NAME,VTD,TOTAL_ADJ,WHITE_ADJ,BLACK_ADJ,AMIND_ADJ,ASIAN_ADJ,HWN_ADJ,MULTI_ADJ,OTHER_ADJ,UNKNOWN_AD,HISP_ADJ,NHISP_ADJ,NHWHITE_AD,NHBLACK_AD,NHAMIND_AD,NHASIAN_AD,NHHWN_ADJ,NHMULTI_AD,NHOTHER_AD,UNKNOWN_ET,TOTAL_VAP_,WHITE_VAP_,BLACK_VAP_,AMIND_VAP_,ASIAN_VAP_,HWN_VAP_AD,MULTI_VAP_,OTHER_VAP_,UNKNOWN_VA,HISP_VAP_A,NHISP_VAP_,NHWHITE_VA,NHBLACK_VA,NHAMIND_VA,NHASIAN_VA,NHHWN_VAP_,NHMULTI_VA,NHOTHER_VA,UNKNOWN__1,DistNeighb,DistCurren,Commission,Council,p0010001,p0010003,p0010004,p0010005,p0010006,p0010007,p0010008,p0010009,p0020002,NbdAlt2,Council2,DIST2000,BlkGrp,nbhdname,Shape_Leng,Shape_Area
360290001102003,1085611.4431021751,279618.6699342609,0.06473498884648288,1407,360290001102003,29.0,195.83,144.01,0.0,0.0,2.31,0.0,142.86,0.0,0.0,2.31,0.0,0.0,49.54,264.63,177.69,0.0,0.0,7.14,0.0,169.07,0.0,0.0,7.41,0.0,0.0,86.18,2736,36,29,110,2003,360290001102003,Block 2003,42.842152,-78.8280769,G360290001102003,Buffalo city,364,285,239,2,0,0,1,18,25,0,48,237,226,2,0,0,0,8,1,0,235,208,2,0,0,1,14,10,0,28,207,200,2,0,0,0,4,1,0,N-D7,SOUTH,SOUTH,SOUTH,285.0,239.0,2.0,0.0,0.0,1.0,25.0,18.0,48.0,South,SOUTH,South,360290001102,Hopkins-Tifft,5217.609726510001,693906.0096896136
360290001102004,1085618.9347753336,279528.06010756723,0.06349358500053318,1304,360290001102004,29.0,84.17,67.48,0.0,0.0,3.85,0.0,62.14,0.0,0.0,0.0,0.0,0.0,7.08,113.28,88.47,0.0,0.0,13.25,0.0,72.56999999999998,0.0,0.0,0.0,0.0,0.0,7.18,1862,36,29,110,2004,360290001102004,Block 2004,42.8413352,-78.8280793,G360290001102004,Buffalo city,364,123,101,14,4,1,0,3,0,0,4,119,98,13,4,1,0,3,0,0,102,91,6,4,1,0,0,0,0,4,98,88,5,4,1,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,122.0,100.0,14.0,4.0,1.0,0.0,0.0,3.0,4.0,South,SOUTH,South,360290001102,Hopkins-Tifft,5206.068736827871,680599.7260252492
360290001102005,1085624.6599001016,279437.9428643814,0.06387916129213987,2136,360290001102005,29.0,8.33,6.96,0.0,0.0,2.31,0.0,2.86,0.0,0.0,6.92,0.0,0.0,0.0,13.93,10.5,0.0,0.0,3.06,0.0,5.24,0.0,0.0,4.44,0.0,0.0,1.8,2737,36,29,110,2005,360290001102005,Block 2005,42.8405242,-78.8281027,G360290001102005,Buffalo city,364,15,7,1,1,2,0,4,0,0,1,14,7,0,1,2,0,4,0,0,10,4,0,1,2,0,3,0,0,0,10,4,0,1,2,0,3,0,0,N-D7,SOUTH,SOUTH,SOUTH,15.0,7.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,South,SOUTH,South,360290001102,Hopkins-Tifft,5210.479249314095,684733.4803225305
360290001103000,1084651.9151858548,281670.5864831548,0.16062652337029484,2313,360290001103000,29.0,7.45,6.81,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,9.58,5.79,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,159,36,29,110,3000,360290001103000,Block 3000,42.861248,-78.8376331,G360290001103000,Buffalo city,239,10,1,4,0,0,0,2,3,0,4,6,0,3,0,0,0,2,1,0,7,0,4,0,0,0,2,1,0,1,6,0,3,0,0,0,2,1,0,N-D7,LOVEJOY,LOVEJOY,LOVEJOY,10.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,4.0,South,LOVEJOY,Lovejoy,360290001103,Hopkins-Tifft,5950.765207138184,1721789.746907416
360290001103001,1084329.469377323,280787.77352977934,1.4164159540951635,2802,360290001103001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839,36,29,110,3001,360290001103001,Block 3001,42.8535901,-78.8424667,G360290001103001,Buffalo city,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,20008.053328316717,15183057.067764657
360290001103002,1084838.1294958286,281301.1145285738,0.01577728578107881,3040,360290001103002,29.0,10.64,5.68,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0.0,0.0,4.14,12.46,7.72,0.0,0.0,0.4,0.0,6.42,0.0,0.0,0.0,0.0,0.0,4.81,1546,36,29,110,3002,360290001103002,Block 3002,42.8577994,-78.8357485,G360290001103002,Buffalo city,343,13,5,1,0,0,0,2,5,0,5,8,5,1,0,0,0,2,0,0,10,5,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,13.0,5.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0,South,SOUTH,South,360290001103,Hopkins-Tifft,2431.7235652687928,169119.95424828996
360290001103003,1084021.0615555989,281308.79107330577,0.09755956710006283,1816,360290001103003,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3106,36,29,110,3003,360290001103003,Block 3003,42.8575468,-78.8447878,G360290001103003,Buffalo city,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,FILLMORE,,SOUTH,,,,,,,,,,South,SOUTH,Lovejoy,360290001103,Seneca Babcock,7292.994883349663,1045779.0134603973
360290001103004,1084841.1434025695,280976.4408178498,0.018587955296577856,684,360290001103004,29.0,37.23,34.06,0.0,0.0,1.05,0.0,36.25,0.0,0.0,0.0,0.0,0.0,4.14,48.87,43.44,0.0,0.0,2.21,0.0,39.83,0.0,0.0,0.0,0.0,0.0,5.77,7,36,29,110,3004,360290001103004,Block 3004,42.8548908,-78.8360468,G360290001103004,Buffalo city,343,51,31,8,0,2,0,10,0,0,6,45,31,3,0,2,0,9,0,0,35,26,8,0,0,0,1,0,0,5,30,26,3,0,0,0,1,0,0,N-D7,SOUTH,SOUTH,SOUTH,51.0,31.0,8.0,0.0,2.0,0.0,0.0,10.0,6.0,South,SOUTH,South,360290001103,Hopkins-Tifft,1921.499347239712,199248.6095657136
360290001103005,1084837.6115823984,281185.0131060171,0.02612791884838875,797,360290001103005,29.0,48.93,40.87,0.0,0.0,0.35,0.0,43.23,0.0,0.0,0.0,0.0,0.0,8.27,62.29,48.27,0.0,0.0,0.81,0.0,53.96,0.0,0.0,0.0,0.0,0.0,14.42,2410,36,29,110,3005,360290001103005,Block 3005,42.8567605,-78.8358746,G360290001103005,Buffalo city,343,65,45,4,0,4,0,9,3,0,15,50,42,4,0,4,0,0,0,0,46,32,1,0,4,0,6,3,0,10,36,31,1,0,4,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,65.0,45.0,4.0,0.0,4.0,0.0,3.0,9.0,15.0,South,SOUTH,South,360290001103,Hopkins-Tifft,2426.672904640081,280070.7426085519
360290001103006,1084833.477056307,281068.530724156,0.0185223420604799,2644,360290001103006,29.0,53.18,51.09,0.0,0.0,2.79,0.0,51.59,0.0,0.0,0.0,0.0,0.0,4.14,52.7,48.27,0.0,0.0,2.62,0.0,47.53,0.0,0.0,0.0,0.0,0.0,4.81,498,36,29,110,3006,360290001103006,Block 3006,42.855721,-78.8360451,G360290001103006,Buffalo city,343,55,37,7,0,0,0,6,5,0,5,50,37,7,0,0,0,6,0,0,50,37,6,0,0,0,2,5,0,5,45,37,6,0,0,0,2,0,0,N-D7,SOUTH,SOUTH,SOUTH,55.0,37.0,7.0,0.0,0.0,0.0,5.0,6.0,5.0,South,SOUTH,South,360290001103,Hopkins-Tifft,1919.6335332023775,198545.16301400255
360290001103007,1083440.1153589932,280129.7086255951,1.6971043721905716,2456,360290001103007,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886,36,29,110,3007,360290001103007,Block 3007,42.8475631,-78.8553034,G360290001103007,Buffalo city,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,18918.632094789846,18192347.826282207
360290001103008,1082494.2461979399,280719.27548228984,0.021294706889054858,2763,360290001103008,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977,36,29,110,3008,360290001103008,Block 3008,42.8543664,-78.8648661,G360290001103008,Buffalo city,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Side,SOUTH,South,360290001103,Central,2406.6091541935075,228274.6991744451
360290001103009,1082519.4242862742,280623.5563951874,0.0023712234613806602,1621,360290001103009,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887,36,29,110,3009,360290001103009,Block 3009,42.8534905,-78.8646581,G360290001103009,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,1052.196917740475,25419.03924865548
360290001103010,1082497.9874056433,280613.6776547623,0.004203528072330252,389,360290001103010,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689,36,29,110,3010,360290001103010,Block 3010,42.8534183,-78.8649291,G360290001103010,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,1156.5731409389523,45060.93343668605
360290001103011,1082905.37708972,279886.0756700561,0.02283391317942592,987,360290001103011,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335,36,29,110,3011,360290001103011,Block 3011,42.8465968,-78.8607204,G360290001103011,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,10835.868059423156,244773.7690610237
360290001103012,1082893.4182114105,279862.41592349863,0.03327997903329594,2295,360290001103012,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912,36,29,110,3012,360290001103012,Block 3012,42.8463941,-78.8608902,G360290001103012,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,9628.337842753084,356754.4432023029
360290001103013,1082908.0408553914,279403.27059485315,0.4898322920938221,1513,360290001103013,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688,36,29,110,3013,360290001103013,Block 3013,42.836077,-78.8565011,G360290001103013,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,29285.909621339,5250906.5409176415
360290001103017,1083306.3541262485,278991.1652947937,0.03584368533736061,723,360290001103017,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456,36,29,110,3017,360290001103017,Block 3017,42.8382824,-78.8567625,G360290001103017,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,4369.455940306473,384235.58111027454
360290001103019,1083030.7059689034,278711.79718317016,0.1945065692016779,1472,360290001103019,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3087,36,29,110,3019,360290001103019,Block 3019,42.8379473,-78.861445,G360290001103019,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,,SOUTH,,,,,,,,,,South,SOUTH,South,360290001103,Hopkins-Tifft,11465.259094604304,2085080.6878623008
360290001103020,1083478.0554195454,278643.01045033376,0.013263502822142125,843,360290001103020,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580,36,29,110,3020,360290001103020,Block 3020,42.8350358,-78.855032,G360290001103020,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,1803.309836921812,142181.48236264184
360290001103021,1083597.1813997158,278421.1804969148,0.007920838973325363,1086,360290001103021,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2579,36,29,110,3021,360290001103021,Block 3021,42.8326707,-78.8536538,G360290001103021,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,1427.309984685752,84909.38122792462
360290001103022,1083615.915862251,278448.1534003984,0.0029763763447006597,225,360290001103022,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338,36,29,110,3022,360290001103022,Block 3022,42.8327226,-78.8532981,G360290001103022,Buffalo city,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D7,SOUTH,SOUTH,SOUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South,SOUTH,South,360290001103,Hopkins-Tifft,1560.8131948767043,31905.990024132745
